intersection_id,tollgate_id,starting_time,travel_time,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,week,hour,minute
A,3,2016-07-19 06:00:00,124.66,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,0
A,3,2016-07-19 06:20:00,89.85,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,20
A,3,2016-07-19 06:40:00,180.02,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,40
A,3,2016-07-19 07:00:00,101.4,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,7,0
A,3,2016-07-19 07:20:00,124.29,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,7,20
B,1,2016-07-19 05:20:00,66.98,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,5,20
B,1,2016-07-19 05:40:00,87.83,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,5,40
B,1,2016-07-19 06:00:00,170.09,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,0
B,1,2016-07-19 07:00:00,65.41,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,7,0
B,3,2016-07-19 04:40:00,55.24,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,4,40
B,3,2016-07-19 05:00:00,209.66,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,5,0
B,3,2016-07-19 06:00:00,145.94,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,0
B,3,2016-07-19 06:20:00,127.35,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,20
B,3,2016-07-19 06:40:00,97.2,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,40
B,3,2016-07-19 07:00:00,118.43,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,7,0
B,3,2016-07-19 07:20:00,82.63,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,7,20
C,1,2016-07-19 04:40:00,187.3,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,4,40
C,1,2016-07-19 06:00:00,160.38,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,0
C,1,2016-07-19 06:40:00,134.56,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,40
C,3,2016-07-19 06:20:00,161.74,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,20
C,3,2016-07-19 06:40:00,223.81,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,6,40
C,3,2016-07-19 07:00:00,135.92,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,7,0
C,3,2016-07-19 07:20:00,236.12,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,2,7,20
A,2,2016-07-19 07:40:00,58.97,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,7,40
A,2,2016-07-19 08:00:00,81.6,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,0
A,2,2016-07-19 08:20:00,80.21,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,20
A,2,2016-07-19 08:40:00,63.45,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,40
A,2,2016-07-19 09:00:00,78.05,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,0
A,2,2016-07-19 09:20:00,69.04,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,20
A,2,2016-07-19 09:40:00,69.66,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,40
A,2,2016-07-19 10:00:00,78.31,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,0
A,2,2016-07-19 10:20:00,59.41,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,20
A,3,2016-07-19 07:40:00,155.49,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,7,40
A,3,2016-07-19 08:00:00,137.38,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,0
A,3,2016-07-19 08:20:00,165.48,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,20
A,3,2016-07-19 08:40:00,136.68,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,40
A,3,2016-07-19 09:00:00,192.68,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,0
A,3,2016-07-19 09:20:00,159.78,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,20
A,3,2016-07-19 09:40:00,129.28,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,40
A,3,2016-07-19 10:00:00,99.04,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,0
A,3,2016-07-19 10:20:00,129.3,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,20
B,1,2016-07-19 08:20:00,128.75,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,20
B,1,2016-07-19 08:40:00,71.89,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,40
B,1,2016-07-19 09:00:00,177.11,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,0
B,1,2016-07-19 09:20:00,104.33,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,20
B,1,2016-07-19 10:00:00,132.68,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,0
B,1,2016-07-19 10:20:00,170.6,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,20
B,3,2016-07-19 07:40:00,110.5,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,7,40
B,3,2016-07-19 08:00:00,125.76,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,0
B,3,2016-07-19 08:20:00,141.33,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,20
B,3,2016-07-19 08:40:00,176.08,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,40
B,3,2016-07-19 09:00:00,165.29,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,0
B,3,2016-07-19 09:20:00,127.38,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,20
B,3,2016-07-19 09:40:00,117.83,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,40
B,3,2016-07-19 10:00:00,98.92,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,0
B,3,2016-07-19 10:20:00,113.0,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,20
C,1,2016-07-19 07:40:00,180.11,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,7,40
C,1,2016-07-19 08:00:00,151.39,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,0
C,1,2016-07-19 08:20:00,129.1,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,20
C,1,2016-07-19 09:00:00,200.87,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,0
C,1,2016-07-19 09:20:00,164.52,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,20
C,1,2016-07-19 10:00:00,200.92,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,0
C,1,2016-07-19 10:20:00,203.88,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,20
C,3,2016-07-19 08:00:00,120.73,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,0
C,3,2016-07-19 08:20:00,143.37,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,8,20
C,3,2016-07-19 09:40:00,139.7,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,9,40
C,3,2016-07-19 10:00:00,139.7,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,0
C,3,2016-07-19 10:20:00,114.25,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,2,10,20
A,2,2016-07-19 10:40:00,75.49,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,10,40
A,2,2016-07-19 11:00:00,72.44,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,0
A,2,2016-07-19 11:20:00,45.94,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,20
A,2,2016-07-19 11:40:00,47.98,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,40
A,2,2016-07-19 12:00:00,60.17,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,0
A,2,2016-07-19 12:20:00,49.53,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,20
A,2,2016-07-19 12:40:00,52.17,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,40
A,2,2016-07-19 13:00:00,57.83,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,13,0
A,2,2016-07-19 13:20:00,57.09,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,13,20
A,3,2016-07-19 10:40:00,121.1,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,10,40
A,3,2016-07-19 11:00:00,104.79,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,0
A,3,2016-07-19 11:20:00,82.08,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,20
A,3,2016-07-19 11:40:00,86.68,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,40
A,3,2016-07-19 12:00:00,108.74,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,0
A,3,2016-07-19 12:20:00,95.43,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,20
A,3,2016-07-19 12:40:00,96.38,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,40
A,3,2016-07-19 13:00:00,99.29,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,13,0
A,3,2016-07-19 13:20:00,93.23,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,13,20
B,1,2016-07-19 10:40:00,79.57,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,10,40
B,1,2016-07-19 11:00:00,54.46,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,0
B,1,2016-07-19 12:00:00,145.29,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,0
B,1,2016-07-19 12:20:00,71.36,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,20
B,1,2016-07-19 12:40:00,23.19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,40
B,1,2016-07-19 13:20:00,140.65,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,13,20
B,3,2016-07-19 10:40:00,98.15,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,10,40
B,3,2016-07-19 11:00:00,95.98,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,0
B,3,2016-07-19 11:20:00,84.36,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,20
B,3,2016-07-19 11:40:00,96.54,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,40
B,3,2016-07-19 12:00:00,144.87,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,0
B,3,2016-07-19 12:20:00,136.36,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,20
B,3,2016-07-19 12:40:00,129.5,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,40
B,3,2016-07-19 13:00:00,116.47,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,13,0
B,3,2016-07-19 13:20:00,119.37,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,13,20
C,1,2016-07-19 10:40:00,301.28,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,10,40
C,1,2016-07-19 11:00:00,42.95,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,0
C,1,2016-07-19 11:20:00,195.16,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,20
C,1,2016-07-19 11:40:00,182.46,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,11,40
C,1,2016-07-19 12:20:00,195.28,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,20
C,1,2016-07-19 12:40:00,161.59,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,40
C,1,2016-07-19 13:00:00,121.32,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,13,0
C,1,2016-07-19 13:20:00,172.16,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,13,20
C,3,2016-07-19 12:40:00,225.1,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,12,40
C,3,2016-07-19 13:20:00,180.09,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,2,13,20
A,2,2016-07-19 13:40:00,61.13,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,13,40
A,2,2016-07-19 14:00:00,65.11,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,0
A,2,2016-07-19 14:20:00,74.71,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,20
A,2,2016-07-19 14:40:00,63.83,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,40
A,2,2016-07-19 15:00:00,79.42,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,0
A,2,2016-07-19 15:20:00,72.31,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,20
A,2,2016-07-19 15:40:00,58.74,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,40
A,2,2016-07-19 16:00:00,59.64,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,0
A,2,2016-07-19 16:20:00,51.97,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,20
A,3,2016-07-19 13:40:00,102.92,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,13,40
A,3,2016-07-19 14:00:00,96.92,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,0
A,3,2016-07-19 14:20:00,101.41,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,20
A,3,2016-07-19 14:40:00,100.74,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,40
A,3,2016-07-19 15:00:00,106.76,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,0
A,3,2016-07-19 15:20:00,102.51,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,20
A,3,2016-07-19 15:40:00,112.32,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,40
A,3,2016-07-19 16:00:00,126.61,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,0
A,3,2016-07-19 16:20:00,95.45,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,20
B,1,2016-07-19 13:40:00,99.61,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,13,40
B,1,2016-07-19 14:00:00,179.98,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,0
B,1,2016-07-19 14:20:00,160.78,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,20
B,1,2016-07-19 14:40:00,67.3,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,40
B,1,2016-07-19 15:20:00,163.81,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,20
B,1,2016-07-19 15:40:00,90.01,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,40
B,1,2016-07-19 16:20:00,105.64,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,20
B,3,2016-07-19 13:40:00,176.65,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,13,40
B,3,2016-07-19 14:00:00,159.46,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,0
B,3,2016-07-19 14:20:00,129.48,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,20
B,3,2016-07-19 14:40:00,120.24,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,40
B,3,2016-07-19 15:00:00,115.29,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,0
B,3,2016-07-19 15:20:00,129.47,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,20
B,3,2016-07-19 15:40:00,120.76,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,40
B,3,2016-07-19 16:00:00,116.07,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,0
B,3,2016-07-19 16:20:00,152.5,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,20
C,1,2016-07-19 13:40:00,117.03,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,13,40
C,1,2016-07-19 14:20:00,156.08,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,20
C,1,2016-07-19 15:00:00,144.53,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,0
C,1,2016-07-19 15:20:00,257.2,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,20
C,1,2016-07-19 16:00:00,144.7,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,0
C,1,2016-07-19 16:20:00,176.54,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,20
C,3,2016-07-19 14:00:00,174.84,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,0
C,3,2016-07-19 14:20:00,191.57,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,20
C,3,2016-07-19 14:40:00,222.44,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,14,40
C,3,2016-07-19 15:00:00,156.1,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,0
C,3,2016-07-19 15:20:00,185.51,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,15,20
C,3,2016-07-19 16:00:00,183.07,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,0
C,3,2016-07-19 16:20:00,249.18,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2,16,20
A,2,2016-07-19 16:40:00,61.6,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,16,40
A,2,2016-07-19 17:00:00,105.39,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,0
A,2,2016-07-19 17:20:00,83.83,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,20
A,2,2016-07-19 17:40:00,65.68,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,40
A,2,2016-07-19 18:00:00,85.11,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,0
A,2,2016-07-19 18:20:00,50.57,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,20
A,2,2016-07-19 18:40:00,65.07,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,40
A,2,2016-07-19 19:00:00,67.33,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,19,0
A,2,2016-07-19 19:20:00,79.85,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,19,20
A,3,2016-07-19 16:40:00,116.14,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,16,40
A,3,2016-07-19 17:00:00,182.46,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,0
A,3,2016-07-19 17:20:00,114.1,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,20
A,3,2016-07-19 17:40:00,102.47,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,40
A,3,2016-07-19 18:00:00,99.14,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,0
A,3,2016-07-19 18:20:00,109.12,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,20
A,3,2016-07-19 18:40:00,132.73,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,40
A,3,2016-07-19 19:00:00,108.42,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,19,0
A,3,2016-07-19 19:20:00,121.27,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,19,20
B,1,2016-07-19 16:40:00,122.31,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,16,40
B,1,2016-07-19 18:20:00,382.03,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,20
B,1,2016-07-19 19:00:00,295.31,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,19,0
B,3,2016-07-19 16:40:00,101.66,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,16,40
B,3,2016-07-19 17:00:00,139.36,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,0
B,3,2016-07-19 17:20:00,103.66,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,20
B,3,2016-07-19 17:40:00,109.3,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,40
B,3,2016-07-19 18:00:00,108.3,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,0
B,3,2016-07-19 18:20:00,91.94,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,20
B,3,2016-07-19 18:40:00,106.92,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,40
B,3,2016-07-19 19:20:00,115.99,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,19,20
C,1,2016-07-19 16:40:00,150.56,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,16,40
C,1,2016-07-19 17:00:00,173.78,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,0
C,1,2016-07-19 17:20:00,192.5,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,20
C,1,2016-07-19 17:40:00,141.04,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,40
C,1,2016-07-19 18:00:00,202.21,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,0
C,1,2016-07-19 18:20:00,360.56,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,20
C,1,2016-07-19 18:40:00,168.36,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,40
C,1,2016-07-19 19:00:00,227.46,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,19,0
C,3,2016-07-19 16:40:00,95.5,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,16,40
C,3,2016-07-19 17:00:00,100.09,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,0
C,3,2016-07-19 17:20:00,172.78,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,20
C,3,2016-07-19 17:40:00,203.77,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,17,40
C,3,2016-07-19 18:00:00,134.43,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,0
C,3,2016-07-19 18:20:00,254.01,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,20
C,3,2016-07-19 18:40:00,176.96,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,18,40
C,3,2016-07-19 19:00:00,208.12,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,19,0
C,3,2016-07-19 19:20:00,219.38,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2,19,20
A,2,2016-07-19 19:40:00,89.64,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,2,19,40
A,2,2016-07-19 20:00:00,87.94,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,2,20,0
A,2,2016-07-19 20:20:00,44.09,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,2,20,20
