intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",71.6640853881836
A,2,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",69.33086395263672
A,2,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",67.93248748779297
A,2,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",66.61005401611328
A,2,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",64.26393127441406
A,2,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",65.67481231689453
A,2,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",63.88379669189453
A,2,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",60.3531494140625
A,2,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",63.249534606933594
A,2,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",70.94580841064453
A,2,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",74.9291000366211
A,2,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",73.16525268554688
A,2,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",71.6640853881836
A,2,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",69.33086395263672
A,2,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",67.93248748779297
A,2,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",66.61005401611328
A,2,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",64.26393127441406
A,2,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",65.67481231689453
A,2,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",63.88379669189453
A,2,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",60.3531494140625
A,2,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",63.249534606933594
A,2,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",70.94580841064453
A,2,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",74.92909240722656
A,2,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",73.16525268554688
A,2,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",71.6640853881836
A,2,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",69.33086395263672
A,2,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",67.93248748779297
A,2,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",66.61005401611328
A,2,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",64.26393127441406
A,2,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",65.67481231689453
A,2,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",63.88379669189453
A,2,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",60.353145599365234
A,2,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",63.249534606933594
A,2,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",70.94580841064453
A,2,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",74.9291000366211
A,2,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",73.16525268554688
A,2,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",71.6640853881836
A,2,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",69.33086395263672
A,2,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",67.93248748779297
A,2,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",66.61005401611328
A,2,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",64.26393127441406
A,2,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",65.67481231689453
A,2,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",63.88379669189453
A,2,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",60.3531494140625
A,2,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",63.249534606933594
A,3,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",126.57012176513672
A,3,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",126.0667953491211
A,3,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",132.18858337402344
A,3,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",130.14605712890625
A,3,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",130.3361053466797
A,3,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",119.67668151855469
A,3,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",113.3808364868164
A,3,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",113.94019317626953
A,3,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",112.32852935791016
A,3,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",110.38716125488281
A,3,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",112.91670227050781
A,3,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",110.62147521972656
A,3,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",126.57012176513672
A,3,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",126.0667953491211
A,3,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",132.18858337402344
A,3,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",130.14605712890625
A,3,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",130.3361053466797
A,3,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",119.67668151855469
A,3,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",113.3808364868164
A,3,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",113.94019317626953
A,3,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",112.32852935791016
A,3,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",110.38716125488281
A,3,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",112.91670227050781
A,3,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",110.62147521972656
A,3,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",126.57012176513672
A,3,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",126.0667953491211
A,3,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",132.18858337402344
A,3,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",130.14605712890625
A,3,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",130.3361053466797
A,3,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",119.67668151855469
A,3,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",113.3808364868164
A,3,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",113.94019317626953
A,3,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",112.32852935791016
A,3,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",110.38716125488281
A,3,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",112.91670227050781
A,3,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",110.62147521972656
A,3,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",126.57012176513672
A,3,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",126.0667953491211
A,3,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",132.18858337402344
A,3,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",130.14605712890625
A,3,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",130.3361053466797
A,3,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",119.67668151855469
A,3,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",113.3808364868164
A,3,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",113.94019317626953
A,3,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",112.32852935791016
A,3,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",110.38716125488281
A,3,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",112.91670227050781
A,3,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",110.62147521972656
A,3,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",126.57012176513672
A,3,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",126.0667953491211
A,3,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",132.18858337402344
A,3,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",130.14605712890625
A,3,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",130.3361053466797
A,3,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",119.67668151855469
A,3,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",113.3808364868164
A,3,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",113.94019317626953
A,3,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",112.32852935791016
A,3,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",110.38716125488281
A,3,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",112.91670227050781
A,3,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",110.62147521972656
A,3,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",126.57012176513672
A,3,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",126.0667953491211
A,3,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",132.18858337402344
A,3,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",130.14605712890625
A,3,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",130.3361053466797
A,3,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",119.67668151855469
A,3,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",113.3808364868164
A,3,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",113.94019317626953
A,3,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",112.32852935791016
A,3,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",110.38716125488281
A,3,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",112.91670227050781
A,3,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",110.62147521972656
A,3,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",126.57012176513672
A,3,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",126.0667953491211
A,3,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",132.18858337402344
A,3,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",130.14605712890625
A,3,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",130.3361053466797
A,3,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",119.67668151855469
A,3,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",113.3808364868164
A,3,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",113.94019317626953
A,3,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",112.32852935791016
A,3,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",110.38716125488281
A,3,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",112.91670227050781
A,3,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",110.62147521972656
B,1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",108.90020751953125
B,1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",111.46558380126953
B,1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",106.64692687988281
B,1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",111.65657043457031
B,1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",109.44938659667969
B,1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",112.1949691772461
B,1,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",119.11326599121094
B,1,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",113.16131591796875
B,1,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",115.19837951660156
B,1,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",115.55069732666016
B,1,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",118.1962890625
B,1,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",119.45135498046875
B,1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",108.90020751953125
B,1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",111.46558380126953
B,1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",106.64692687988281
B,1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",111.65657043457031
B,1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",109.44938659667969
B,1,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",112.1949691772461
B,1,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",119.11326599121094
B,1,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",113.16131591796875
B,1,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",115.19837951660156
B,1,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",115.55069732666016
B,1,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",118.1962890625
B,1,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",119.45135498046875
B,1,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",108.90020751953125
B,1,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",111.46558380126953
B,1,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",106.64692687988281
B,1,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",111.65657043457031
B,1,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",109.44938659667969
B,1,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",112.1949691772461
B,1,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",119.11326599121094
B,1,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",113.16131591796875
B,1,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",115.19837951660156
B,1,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",115.55069732666016
B,1,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",118.1962890625
B,1,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",119.45135498046875
B,1,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",108.90020751953125
B,1,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",111.46558380126953
B,1,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",106.64692687988281
B,1,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",111.65657043457031
B,1,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",109.44938659667969
B,1,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",112.1949691772461
B,1,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",119.11326599121094
B,1,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",113.16131591796875
B,1,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",115.19837951660156
B,1,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",115.55069732666016
B,1,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",118.1962890625
B,1,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",119.45135498046875
B,1,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",108.90020751953125
B,1,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",111.46558380126953
B,1,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",106.64692687988281
B,1,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",111.65657043457031
B,1,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",109.44938659667969
B,1,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",112.1949691772461
B,1,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",119.11326599121094
B,1,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",113.16131591796875
B,1,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",115.19837951660156
B,1,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",115.55069732666016
B,1,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",118.1962890625
B,1,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",119.45135498046875
B,1,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",108.90020751953125
B,1,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",111.46558380126953
B,1,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",106.64692687988281
B,1,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",111.65657043457031
B,1,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",109.44938659667969
B,1,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",112.1949691772461
B,1,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",119.11326599121094
B,1,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",113.16131591796875
B,1,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",115.19837951660156
B,1,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",115.55069732666016
B,1,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",118.1962890625
B,1,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",119.45135498046875
B,1,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",108.90020751953125
B,1,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",111.46558380126953
B,1,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",106.64692687988281
B,1,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",111.65657043457031
B,1,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",109.44938659667969
B,1,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",112.1949691772461
B,1,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",119.11326599121094
B,1,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",113.16131591796875
B,1,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",115.19837951660156
B,1,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",115.55069732666016
B,1,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",118.1962890625
B,1,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",119.45135498046875
B,3,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",102.72308349609375
B,3,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",102.62000274658203
B,3,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",102.06733703613281
B,3,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",114.8470687866211
B,3,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",115.06805419921875
B,3,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",109.63956451416016
B,3,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",103.6998062133789
B,3,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",103.12517547607422
B,3,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",105.51715850830078
B,3,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",104.27256774902344
B,3,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",99.7396240234375
B,3,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",103.51589965820312
B,3,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",102.72308349609375
B,3,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",102.62000274658203
B,3,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",102.06733703613281
B,3,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",114.8470687866211
B,3,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",115.06805419921875
B,3,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",109.63956451416016
B,3,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",103.6998062133789
B,3,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",103.12517547607422
B,3,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",105.51715850830078
B,3,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",104.27256774902344
B,3,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",99.7396240234375
B,3,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",103.51589965820312
B,3,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",102.72308349609375
B,3,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",102.62000274658203
B,3,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",102.06733703613281
B,3,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",114.8470687866211
B,3,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",115.06805419921875
B,3,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",109.63956451416016
B,3,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",103.6998062133789
B,3,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",103.12517547607422
B,3,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",105.51715850830078
B,3,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",104.27256774902344
B,3,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",99.7396240234375
B,3,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",103.51589965820312
B,3,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",102.72308349609375
B,3,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",102.62000274658203
B,3,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",102.06733703613281
B,3,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",114.8470687866211
B,3,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",115.06805419921875
B,3,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",109.63956451416016
B,3,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",103.6998062133789
B,3,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",103.12517547607422
B,3,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",105.51715850830078
B,3,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",104.27256774902344
B,3,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",99.7396240234375
B,3,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",103.51589965820312
B,3,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",102.72308349609375
B,3,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",102.62000274658203
B,3,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",102.06733703613281
B,3,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",114.8470687866211
B,3,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",115.06805419921875
B,3,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",109.63956451416016
B,3,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",103.6998062133789
B,3,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",103.12517547607422
B,3,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",105.51715850830078
B,3,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",104.27256774902344
B,3,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",99.7396240234375
B,3,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",103.51589965820312
B,3,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",102.72308349609375
B,3,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",102.62000274658203
B,3,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",102.06733703613281
B,3,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",114.84706115722656
B,3,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",115.06805419921875
B,3,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",109.63956451416016
B,3,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",103.6998062133789
B,3,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",103.12517547607422
B,3,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",105.51715850830078
B,3,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",104.27256774902344
B,3,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",99.7396240234375
B,3,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",103.51588439941406
B,3,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",102.72308349609375
B,3,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",102.62000274658203
B,3,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",102.06733703613281
B,3,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",114.8470687866211
B,3,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",115.06805419921875
B,3,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",109.63956451416016
B,3,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",103.6998062133789
B,3,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",103.12517547607422
B,3,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",105.51715850830078
B,3,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",104.27256774902344
B,3,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",99.7396240234375
B,3,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",103.51589965820312
C,1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",160.25050354003906
C,1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",162.99884033203125
C,1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",154.92344665527344
C,1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",159.80123901367188
