intersection_id,tollgate_id,time_window,avg_travel_time
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",112.45
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",113.52
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",114.59
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",116.95
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",118.02
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",119.08
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",117.41
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",118.48
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",119.54
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",120.23
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",121.3
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",122.36
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",120.69
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",121.76
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",122.82
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",114.49
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",115.56
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",116.62
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",114.95
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",116.02
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",117.08
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",117.31
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",118.38
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",119.44
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",117.77
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",118.84
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",119.9
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",113.73
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",114.79
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",115.86
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",114.18
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",115.25
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",116.32
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",125.69
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",126.76
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",127.82
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",126.15
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",127.22
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",128.28
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",109.87
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",110.93
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",112.0
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",110.33
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",111.39
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",112.46
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",115.26
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",116.32
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",117.39
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",115.72
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",116.78
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",117.85
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",118.71
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",119.77
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",120.84
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",119.17
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",120.23
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",121.3
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",119.28
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",120.35
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",121.41
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",119.74
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",120.81
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",121.87
B,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",127.06
B,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",127.12
B,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",127.18
B,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",127.61
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",127.67
B,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",127.73
B,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",129.84
B,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",129.9
B,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",129.96
B,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",130.39
B,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",130.45
B,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",130.52
B,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",124.45
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",124.51
B,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",124.58
B,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",125.0
B,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",125.07
B,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",125.13
B,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",131.96
B,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",132.02
B,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",132.08
B,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",132.51
B,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",132.57
B,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",132.64
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",124.55
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",124.61
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",124.67
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",125.1
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",125.16
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",125.22
B,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",129.84
B,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",129.91
B,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",129.97
B,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",130.4
B,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",130.46
B,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",130.52
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",126.89
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",126.95
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",127.02
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",127.45
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",127.51
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",127.57
B,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",133.57
B,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",133.63
B,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",133.69
B,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",134.12
B,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",134.18
B,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",134.24
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",127.86
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",127.92
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",127.98
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",128.41
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",128.47
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",128.53
B,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",127.87
B,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",127.93
B,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",127.99
B,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",128.42
B,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",128.48
B,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",128.55
B,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",122.32
B,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",122.38
B,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",122.44
B,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",122.87
B,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",122.93
B,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",123.0
B,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",126.5
B,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",126.56
B,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",126.62
B,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",127.05
B,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",127.11
B,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",127.17
B,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",121.72
B,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",121.78
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",121.85
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",122.27
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",122.34
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",122.4
B,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",127.35
B,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",127.41
B,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",127.47
B,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",127.9
B,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",127.96
B,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",128.02
B,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",100.26
B,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",100.92
B,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",101.58
B,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",100.76
B,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",101.42
B,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",102.08
B,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",104.89
B,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",105.55
B,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",106.21
B,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",105.39
B,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",106.05
B,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",106.7
B,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",100.57
B,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",101.22
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",101.88
B,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",101.06
B,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",101.72
B,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",102.38
B,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",102.51
B,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",103.17
B,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",103.83
B,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",103.01
B,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",103.67
B,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",104.33
B,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",102.73
B,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",103.39
B,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",104.05
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",103.23
B,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",103.89
B,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",104.55
B,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",105.08
B,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",105.74
B,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",106.4
B,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",105.58
B,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",106.24
B,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",106.9
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",98.6
B,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",99.26
B,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",99.92
B,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",99.1
B,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",99.76
B,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",100.42
B,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",102.91
B,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",103.56
B,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",104.22
B,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",103.4
B,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",104.06
B,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",104.72
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",101.19
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",101.85
B,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",102.51
B,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",101.69
B,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",102.35
B,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",103.01
B,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",108.13
B,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",108.79
B,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",109.45
B,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",108.63
B,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",109.29
B,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",109.95
B,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",94.22
B,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",94.88
B,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",95.54
B,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",94.72
B,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",95.38
B,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",96.04
B,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",99.37
B,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",100.03
B,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",100.69
B,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",99.87
B,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",100.53
B,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",101.19
B,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",98.61
B,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",99.27
B,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",99.93
B,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",99.11
B,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",99.77
B,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",100.43
B,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",102.34
B,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",103.0
B,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",103.65
B,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",102.83
B,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",103.49
B,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",104.15
C,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",180.8
C,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",181.93
C,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",183.06
C,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",182.25
C,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",183.38
C,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",184.51
C,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",195.64
C,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",196.77
C,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",197.9
C,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",197.09
C,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",198.22
C,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",199.35
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",182.41
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",183.54
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",184.67
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",183.86
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",184.99
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",186.12
C,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",194.73
C,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",195.86
C,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",196.99
C,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",196.18
C,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",197.31
C,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",198.44
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",183.27
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",184.4
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",185.53
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",184.72
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",185.85
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",186.98
C,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",196.22
C,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",197.35
C,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",198.48
C,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",197.67
C,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",198.8
C,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",199.93
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",188.48
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",189.61
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",190.74
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",189.93
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",191.06
